"Superior_Method","Data_Access_Date","Latest_Observation","Forecast_Target_Period","Forecasted_Value","MAPE_pct"
"Regression with Trend and Seasonal Dummy Variables","2026-06-03","2026-04","2026-05",163930,30.867
